cross_val_score,Accuracy,Precision,Recall,F1_score,auc,kappa,mathew_coef,dataset,subject,pipeline,model_name
0.67,0.78,0.7814545454545455,0.78,0.7794700923323967,0.7791116446578631,0.5591182364729459,0.5609232967947094,BCICIV_I,BCICIV_calib_ds1e,XdawnCovariances -> TangentSpace,XGB
0.67,0.72,0.7218627057406664,0.72,0.7197759103641458,0.720688275310124,0.44067119456652015,0.4420847364757835,BCICIV_I,BCICIV_calib_ds1c,XdawnCovariances -> TangentSpace,XGB
0.66,0.79,0.8004187192118226,0.79,0.7886704853783538,0.7917166866746699,0.5813397129186603,0.5909296127303981,BCICIV_I,BCICIV_calib_ds1a,XdawnCovariances -> TangentSpace,XGB
0.66,0.72,0.7201284624648736,0.72,0.7197756410256411,0.7194877951180472,0.4393271926311574,0.4396799237660331,BCICIV_I,BCICIV_calib_ds1f,XdawnCovariances -> TangentSpace,KNN
0.66,0.6666666666666666,0.670613722697056,0.6666666666666666,0.6654684835966349,0.43669314796425024,0.5558982266769468,0.5576901251312529,BCICIV_II,A05T,XdawnCovariances -> TangentSpace,SVM
0.66,0.65,0.6539772727272728,0.65,0.6487719298245613,0.6512605042016808,0.3016759776536313,0.304662018899833,BCICIV_I,BCICIV_calib_ds1c,XdawnCovariances -> TangentSpace,KNN
0.656,0.6444444444444445,0.6709234360410831,0.6444444444444445,0.6481958865417512,0.41466580142764436,0.5256135727227804,0.5297180080085088,eeg-mi,S022,XdawnCovariances -> TangentSpace,KNN
0.656,0.6111111111111112,0.6135378634212305,0.6111111111111112,0.609879158578922,0.3176508760545101,0.4782176577770416,0.4795725791185431,eeg-mi,S031,XdawnCovariances -> TangentSpace,SVM
0.656,0.6111111111111112,0.6421616697478767,0.6111111111111112,0.5970274950011526,0.3689162881245944,0.48604992657856094,0.4993744322651147,eeg-mi,S003,XdawnCovariances -> TangentSpace,SVM
0.65,0.74,0.7419590525893216,0.74,0.7397919167667066,0.7406962785114044,0.480623252097483,0.482164948304957,BCICIV_I,BCICIV_calib_ds1e,XdawnCovariances -> TangentSpace,KNN
0.65,0.72,0.7201284624648736,0.72,0.7197756410256411,0.7194877951180472,0.4393271926311574,0.4396799237660331,BCICIV_I,BCICIV_calib_ds1d,XdawnCovariances -> TangentSpace,SVM
0.65,0.67,0.6710551948051947,0.67,0.6688393126318962,0.6688675470188076,0.3384121892542101,0.3401253226871152,BCICIV_I,BCICIV_calib_ds1d,XdawnCovariances -> TangentSpace,KNN
0.644,0.7222222222222222,0.752837502817219,0.7222222222222222,0.7244691002040718,0.4253731343283582,0.6303597831444061,0.637381359916124,eeg-mi,S037,XdawnCovariances -> TangentSpace,SVM
0.644,0.6888888888888889,0.7122204329933799,0.6888888888888889,0.690482659818415,0.4594419208306295,0.5851851851851853,0.5897504726832608,eeg-mi,S027,XdawnCovariances -> TangentSpace,KNN
0.644,0.6222222222222222,0.6351046698872785,0.6222222222222222,0.6249322493224932,0.5126541207008437,0.4959644210179541,0.49801521667217996,eeg-mi,S043,XdawnCovariances -> TangentSpace,SVM
0.639,0.5625,0.5678150553150554,0.5625,0.5604316833419001,0.45158887785501495,0.418013856812933,0.4204966239365798,BCICIV_II,A05T,XdawnCovariances -> TangentSpace,XGB
0.63,0.73,0.73675,0.73,0.7272942605526876,0.7280912364945978,0.45783132530120474,0.46549615967252395,BCICIV_I,BCICIV_calib_ds1f,XdawnCovariances -> TangentSpace,XGB
0.622,0.6555555555555556,0.6617075517075517,0.6555555555555556,0.6553450292397661,0.3549643088903309,0.5400593471810089,0.5418458484948726,eeg-mi,S004,XdawnCovariances -> TangentSpace,SVM
0.622,0.6111111111111112,0.6217583715881996,0.6111111111111112,0.6111966475174022,0.408825438027255,0.47916666666666663,0.481801909948184,eeg-mi,S009,XdawnCovariances -> TangentSpace,SVM
0.622,0.5333333333333333,0.5477905798446734,0.5333333333333333,0.5262887096818389,0.36729396495781963,0.38225200196110465,0.3893220350374092,eeg-mi,S038,XdawnCovariances -> TangentSpace,KNN
0.611,0.6444444444444445,0.6791666666666667,0.6444444444444445,0.6536013193156051,0.4406229720960415,0.5277914412198721,0.5331240187868378,eeg-mi,S043,XdawnCovariances -> TangentSpace,XGB
0.611,0.6222222222222222,0.6578653846153846,0.6222222222222222,0.6276256844201096,0.4987021414665802,0.4986072423398328,0.5046452259075714,eeg-mi,S003,XdawnCovariances -> TangentSpace,XGB
0.604,0.5771428571428572,0.5788992544303323,0.5771428571428572,0.5768113778043226,0.5781045751633986,0.15580182529335074,0.15645476235006253,BCICIV_I,all,XdawnCovariances -> TangentSpace,XGB
0.6,0.6444444444444445,0.650077754773407,0.6444444444444445,0.6433656800873889,0.43672939649578196,0.5261599210266534,0.5281591300896907,eeg-mi,S020,XdawnCovariances -> TangentSpace,XGB
0.6,0.5777777777777777,0.6089583256249924,0.5777777777777777,0.5718688024408849,0.3864373783257625,0.4413590329957531,0.4511048561144107,eeg-mi,S003,XdawnCovariances -> TangentSpace,KNN
0.6,0.4,0.4151823752442947,0.4,0.3998334998334998,0.3932511356262168,0.20301738274844217,0.2057184114559424,eeg-mi,S031,XdawnCovariances -> TangentSpace,KNN
0.597,0.5833333333333334,0.5960217539057409,0.5833333333333334,0.5819175172492445,0.48150446871896724,0.44618934683674116,0.45020484533043925,BCICIV_II,A02T,XdawnCovariances -> TangentSpace,SVM
0.589,0.5222222222222223,0.595653465560453,0.5222222222222223,0.49946578621221976,0.3439325113562622,0.3716512420847541,0.3965846693686823,eeg-mi,S010,XdawnCovariances -> TangentSpace,KNN
0.583,0.5416666666666666,0.5556209150326797,0.5416666666666666,0.5430342874372724,0.4072069997697444,0.3857290589451914,0.3887782126805922,BCICIV_II,A09T,XdawnCovariances -> TangentSpace,SVM
0.578,0.5444444444444444,0.6057011810572183,0.5444444444444444,0.5447649659220845,0.4643088903309539,0.40223554187591126,0.42141603251433507,eeg-mi,S010,XdawnCovariances -> TangentSpace,XGB
0.574,0.5742857142857143,0.5742857142857143,0.5742857142857143,0.5742857142857143,0.5739379084967321,0.14787581699346408,0.14787581699346405,BCICIV_I,all,XdawnCovariances -> TangentSpace,SVM
0.569,0.5277777777777778,0.53501196509009,0.5277777777777778,0.5297889654018935,0.4024867603039374,0.3690721649484535,0.3698832641830138,BCICIV_II,A09T,XdawnCovariances -> TangentSpace,XGB
0.567,0.6222222222222222,0.6323739632305163,0.6222222222222222,0.6143909685086155,0.4016872160934458,0.4983606557377048,0.5050723685734633,eeg-mi,S010,XdawnCovariances -> TangentSpace,SVM
0.562,0.5486111111111112,0.5994829197639346,0.5486111111111112,0.5504679061036207,0.43955790927930005,0.4049586776859504,0.41545675056334774,BCICIV_II,A06T,XdawnCovariances -> TangentSpace,XGB
0.556,0.5333333333333333,0.6563299663299662,0.5333333333333333,0.5368119335861271,0.4571706683971447,0.39179404666130324,0.4262343575268631,eeg-mi,S037,XdawnCovariances -> TangentSpace,KNN
0.556,0.5347222222222222,0.5622248705231898,0.5347222222222222,0.5335892088078148,0.397343594836147,0.3820929934674011,0.38863998553582685,BCICIV_II,A02T,XdawnCovariances -> TangentSpace,KNN
0.549,0.5902777777777778,0.6435881370091896,0.5902777777777778,0.5963557255639976,0.46085655077135623,0.4572633192794173,0.4647172133303496,BCICIV_II,A06T,XdawnCovariances -> TangentSpace,SVM
0.548,0.5694444444444444,0.5607492212834955,0.5694444444444444,0.5489205968910968,0.5714995034756704,0.4261104326026869,0.43575262461521075,BCICIV_II,A05T,XdawnCovariances -> TangentSpace,KNN
0.541,0.5555555555555556,0.67578125,0.5555555555555556,0.5416875347185288,0.4384066313608105,0.4091171379111368,0.4351533098184918,BCICIV_II,A06T,XdawnCovariances -> TangentSpace,KNN
0.533,0.6777777777777778,0.6915708750949026,0.6777777777777778,0.6810596136651903,0.4218040233614536,0.5700873002800197,0.5722553222946224,eeg-mi,S004,XdawnCovariances -> TangentSpace,KNN
0.533,0.6555555555555556,0.6681677018633541,0.6555555555555556,0.6504690431519701,0.41109669046073977,0.5414954806902219,0.5469823993694881,eeg-mi,S020,XdawnCovariances -> TangentSpace,SVM
0.524,0.5585714285714286,0.5588471222958654,0.5585714285714286,0.5586534364476144,0.5584967320261438,0.11692659426798402,0.11694999806989538,BCICIV_I,all,XdawnCovariances -> TangentSpace,KNN
0.522,0.6333333333333333,0.6911538461538462,0.6333333333333333,0.6356819145446836,0.4441920830629461,0.5152603231597845,0.5284950304367588,eeg-mi,S009,XdawnCovariances -> TangentSpace,KNN
0.522,0.6,0.619906629318394,0.6,0.5925404208194905,0.4519792342634653,0.47188264058679696,0.4828386691536036,eeg-mi,S035,XdawnCovariances -> TangentSpace,KNN
0.521,0.5347222222222222,0.5892954403983816,0.5347222222222222,0.533047165069637,0.33007137923094637,0.3839867194483463,0.3973381511659168,BCICIV_II,A09T,XdawnCovariances -> TangentSpace,KNN
0.511,0.6111111111111112,0.6658461538461539,0.6111111111111112,0.5961844749686447,0.4516547696301103,0.48275862068965525,0.5045447708112609,eeg-mi,S020,XdawnCovariances -> TangentSpace,KNN
0.47,0.49747474747474746,0.4990860513621017,0.49747474747474746,0.4980486466807393,0.46477375777854224,0.32504673257404937,0.3251494574998702,BCICIV_II,all,XdawnCovariances -> TangentSpace,SVM
0.458,0.4911616161616162,0.4993573018129404,0.4911616161616162,0.493551879832205,0.4513743394102379,0.3194135257542028,0.32017004691795775,BCICIV_II,all,XdawnCovariances -> TangentSpace,XGB
0.429,0.4583333333333333,0.4575403010344441,0.4583333333333333,0.4553442552371254,0.4602551674536415,0.2694371039634297,0.2703230822702064,BCICIV_II,all,XdawnCovariances -> TangentSpace,KNN
0.335,0.332272990167727,0.33237075383593917,0.332272990167727,0.33226508440599284,0.47934946440336945,0.109633086654781,0.1096453629718605,eeg-mi,all,XdawnCovariances -> TangentSpace,XGB
0.327,0.3302486986697513,0.33029479830089276,0.3302486986697513,0.3287601074155675,0.48063000793476485,0.10785337374660509,0.10820210717243395,eeg-mi,all,XdawnCovariances -> TangentSpace,SVM
0.32,0.34384037015615965,0.34781900441414315,0.34384037015615965,0.3404157756409549,0.4799496638351836,0.12689506797435413,0.12815124580207765,eeg-mi,all,XdawnCovariances -> TangentSpace,KNN
