model_name,cross_val_score,Accuracy,Precision,Recall,F1_score,auc,kappa,mathew_coef,model_runtime,dataset,subject
PSD -> Time Domain Features -> STD_Scaler => KNN,0.296,0.27586206896551724,0.28160919540229884,0.27586206896551724,0.2729442970822281,0.30620155038759694,0.03601108033240996,0.036578978394798865,0:00:00.007611,BCICIV_II,A01T
bandpass -> PSD => KNN,0.295,0.31597975415762836,0.3196277402489465,0.31597975415762836,0.31491524709716123,0.4484840912876895,0.08815559477113255,0.08865422571454724,0:00:01.625123,eeg-mi,all
 => XGB,0.292,0.2777777777777778,0.2742063492063492,0.2777777777777778,0.2744883040935673,0.5432098765432098,0.03703703703703709,0.037151880838356854,0:00:06.941046,eeg-mi,S004
Wavelet => SVM,0.292,0.3611111111111111,0.42424242424242425,0.3611111111111111,0.2712121212121212,0.35390946502057613,0.14814814814814814,0.18887686585995425,0:00:00.041666,eeg-mi,S001
Wavelet => SVM,0.292,0.3611111111111111,0.42424242424242425,0.3611111111111111,0.2712121212121212,0.35390946502057613,0.14814814814814814,0.18887686585995425,0:00:00.041666,eeg-mi,S001
bandpass -> PSD => SVM,0.292,0.3888888888888889,0.19523809523809524,0.3888888888888889,0.25833333333333336,0.4444444444444444,0.18518518518518523,0.23002185311411807,0:00:00.071964,eeg-mi,S003
Wavelet => XGB,0.292,0.2222222222222222,0.2152777777777778,0.2222222222222222,0.21386800334168754,0.6399176954732511,-0.03703703703703698,-0.03754255278891389,0:00:02.643738,eeg-mi,S001
Wavelet => XGB,0.292,0.2222222222222222,0.2152777777777778,0.2222222222222222,0.21386800334168754,0.6399176954732511,-0.03703703703703698,-0.03754255278891389,0:00:02.643738,eeg-mi,S001
Wavelet -> Time Domain Features => XGB,0.291,0.3620689655172414,0.3551724137931035,0.3620689655172414,0.3541666666666667,0.3914728682170542,0.14908802537668508,0.15004296244399246,0:00:00.893247,BCICIV_II,A02T
PSD -> Time Domain Features -> STD_Scaler => KNN,0.291,0.3611111111111111,0.34702380952380957,0.3611111111111111,0.3493107769423559,0.39094650205761317,0.14814814814814814,0.1495392410912118,0:00:00.007707,eeg-mi,S002
bandpass -> PSD => SVM,0.291,0.25,0.06428571428571428,0.25,0.10227272727272727,0.5555555555555556,0.0,0.0,0:00:00.068458,eeg-mi,S002
Wavelet -> Time Domain Features => KNN,0.29,0.27129337539432175,0.2640961747475015,0.27129337539432175,0.2605193384065432,0.5216391804097951,0.016678080812149942,0.01697994859313996,0:00:00.025926,BCICIV_II,all
bandpass -> PSD => XGB,0.287,0.28199566160520606,0.28169474937370814,0.28199566160520606,0.28162897177574997,0.46774529401965687,0.04262634501364626,0.04264802481103787,0:11:36.992720,eeg-mi,all
Wavelet -> Time Domain Features => SVM,0.287,0.25862068965517243,0.26159177198730954,0.25862068965517243,0.25872153430551653,0.5813953488372093,0.011494252873563204,0.011535460155928627,0:00:00.023586,BCICIV_II,A06T
Wavelet -> Time Domain Features => SVM,0.287,0.2413793103448276,0.2657041234627442,0.2413793103448276,0.24508633129322785,0.4782945736434108,-0.011093502377178988,-0.01132917853451775,0:00:00.019873,BCICIV_II,A01T
Wavelet -> Time Domain Features => SVM,0.287,0.2413793103448276,0.2657041234627442,0.2413793103448276,0.24508633129322785,0.4782945736434108,-0.011093502377178988,-0.01132917853451775,0:00:00.022906,BCICIV_II,A01T
 => KNN,0.286,0.3611111111111111,0.39479166666666665,0.3611111111111111,0.35714285714285715,0.4053497942386831,0.14814814814814814,0.1541314241705833,0:00:00.046641,eeg-mi,S001
Wavelet => XGB,0.285,0.2777777777777778,0.28068181818181814,0.2777777777777778,0.26346153846153847,0.47736625514403286,0.03703703703703709,0.03853285604264582,0:00:02.803422,eeg-mi,S003
Wavelet => XGB,0.285,0.2777777777777778,0.28068181818181814,0.2777777777777778,0.26346153846153847,0.47736625514403286,0.03703703703703709,0.03853285604264582,0:00:02.803422,eeg-mi,S003
Wavelet -> Time Domain Features => KNN,0.285,0.25,0.20277777777777778,0.25,0.21164021164021163,0.35390946502057613,0.0,0.0,0:00:00.010330,eeg-mi,S001
bandpass -> PSD => KNN,0.284,0.277602523659306,0.27635231475537625,0.277602523659306,0.269774620932008,0.5117691154422789,0.025989534415671534,0.026364469959563232,0:00:00.143551,BCICIV_II,all
Wavelet -> Time Domain Features => KNN,0.283,0.28054953000723065,0.28043514292244476,0.28054953000723065,0.280079017292414,0.45100505302904104,0.04060379663172331,0.04064465606588696,0:00:00.322547,eeg-mi,all
bandpass -> PSD => LDA,0.282,0.24605678233438485,0.24677874424487803,0.24605678233438485,0.2463585779561713,0.4935032483758121,-0.008626772282499973,-0.00862826778921653,0:00:12.312621,BCICIV_II,all
Wavelet => SVM,0.279,0.3611111111111111,0.3601973684210526,0.3611111111111111,0.32920168067226885,0.6316872427983539,0.14814814814814814,0.16070868073806155,0:00:00.034227,eeg-mi,S004
Wavelet => SVM,0.279,0.3611111111111111,0.3601973684210526,0.3611111111111111,0.32920168067226885,0.6316872427983539,0.14814814814814814,0.16070868073806155,0:00:00.034227,eeg-mi,S004
PSD -> Time Domain Features -> STD_Scaler => KNN,0.278,0.3103448275862069,0.30929989550679204,0.3103448275862069,0.293337720061858,0.5527131782945736,0.08082408874801905,0.08333633714817916,0:00:00.007414,BCICIV_II,A09T
bandpass -> PSD => LDA,0.278,0.3103448275862069,0.29454022988505746,0.3103448275862069,0.28325771324863885,0.5,0.0840900118436636,0.08734441932566896,0:00:02.449636,BCICIV_II,A05T
Wavelet -> Time Domain Features => KNN,0.278,0.27586206896551724,0.2723123732251521,0.27586206896551724,0.249692118226601,0.424031007751938,0.03677342823250285,0.03942826378063087,0:00:00.008762,BCICIV_II,A06T
Wavelet => LDA,0.278,0.2777777777777778,0.23376623376623376,0.2777777777777778,0.2494565217391304,0.5349794238683128,0.03703703703703709,0.03819409908559021,0:00:02.175804,eeg-mi,S004
Wavelet => LDA,0.278,0.2777777777777778,0.23376623376623376,0.2777777777777778,0.2494565217391304,0.5349794238683128,0.03703703703703709,0.03819409908559021,0:00:02.175804,eeg-mi,S004
Wavelet -> Time Domain Features => SVM,0.278,0.25,0.25,0.25,0.24789915966386555,0.5740740740740741,0.0,0.0,0:00:00.019696,eeg-mi,S002
bandpass -> PSD => LDA,0.278,0.19444444444444445,0.20436507936507936,0.19444444444444445,0.1948671497584541,0.6790123456790123,-0.07407407407407418,-0.0755659115938104,0:00:05.152442,eeg-mi,S004
PSD -> Time Domain Features -> STD_Scaler => XGB,0.274,0.39655172413793105,0.3978598030322168,0.39655172413793105,0.38619175633857955,0.4968992248062016,0.1960396039603961,0.19978936698692645,0:00:00.913813,BCICIV_II,A02T
STD_Scaler => SVM,0.273,0.27114967462039047,0.2725200696977267,0.27114967462039047,0.2705451602627102,0.4780887334110723,0.028457094829802965,0.028555687951138137,0:00:19.255832,eeg-mi,all
 => SVM,0.273,0.27129337539432175,0.07360009553284438,0.27129337539432175,0.11578774334447477,0.5,0.0,0.0,0:00:01.024155,BCICIV_II,all
bandpass -> PSD => SVM,0.273,0.27129337539432175,0.07360009553284438,0.27129337539432175,0.11578774334447477,0.5,0.0,0.0,0:00:00.517460,BCICIV_II,all
Wavelet => SVM,0.272,0.27129337539432175,0.07360009553284438,0.27129337539432175,0.11578774334447477,0.5,0.0,0.0,0:00:00.326371,BCICIV_II,all
Wavelet => SVM,0.272,0.27129337539432175,0.07360009553284438,0.27129337539432175,0.11578774334447477,0.5,0.0,0.0,0:00:00.326371,BCICIV_II,all
 => LDA,0.271,0.4444444444444444,0.4848484848484848,0.4444444444444444,0.4403846153846154,0.6069958847736625,0.2592592592592593,0.2644806905783364,0:00:21.262350,eeg-mi,S001
Wavelet => KNN,0.271,0.3055555555555556,0.33245614035087717,0.3055555555555556,0.29404761904761906,0.44855967078189296,0.07407407407407407,0.07977693643100509,0:00:00.023048,eeg-mi,S001
Wavelet => KNN,0.271,0.3055555555555556,0.33245614035087717,0.3055555555555556,0.29404761904761906,0.44855967078189296,0.07407407407407407,0.07977693643100509,0:00:00.023048,eeg-mi,S001
STD_Scaler => LDA,0.271,0.2777777777777778,0.26666666666666666,0.2777777777777778,0.26884859206840633,0.6069958847736625,0.03703703703703709,0.03742405942825599,0:00:20.319863,eeg-mi,S004
 => SVM,0.271,0.3333333333333333,0.17786561264822134,0.3333333333333333,0.22499999999999998,0.4032921810699589,0.11111111111111116,0.13671718540493266,0:00:00.168543,eeg-mi,S001
 => LDA,0.271,0.2222222222222222,0.20416666666666666,0.2222222222222222,0.21002506265664161,0.5164609053497943,-0.03703703703703698,-0.03742405942825599,0:00:20.367260,eeg-mi,S003
PSD -> Time Domain Features -> STD_Scaler => KNN,0.27,0.3448275862068966,0.3339211076280042,0.3448275862068966,0.32919245505452405,0.610077519379845,0.12954186413902058,0.13271323426149365,0:00:00.007297,BCICIV_II,A02T
PSD -> Time Domain Features -> STD_Scaler => KNN,0.27,0.3448275862068966,0.3339211076280042,0.3448275862068966,0.32919245505452405,0.610077519379845,0.12954186413902058,0.13271323426149365,0:00:00.007370,BCICIV_II,A02T
bandpass -> PSD => XGB,0.27,0.29310344827586204,0.28749315818281335,0.29310344827586204,0.2885371251156031,0.3806201550387597,0.058590657165478954,0.05889413018399363,0:00:05.942172,BCICIV_II,A01T
bandpass -> PSD => XGB,0.267,0.2618296529968454,0.26023139535232065,0.2618296529968454,0.25960039176098476,0.45547226386806594,0.009784944801163986,0.009824285468010356,0:01:15.568805,BCICIV_II,all
bandpass -> PSD => LDA,0.265,0.3103448275862069,0.306143146913938,0.3103448275862069,0.299142355142077,0.5271317829457365,0.08227848101265833,0.08371149289183921,0:00:02.472550,BCICIV_II,A09T
STD_Scaler => SVM,0.265,0.19444444444444445,0.18655303030303033,0.19444444444444445,0.18774509803921569,0.39300411522633744,-0.07407407407407418,-0.0747696205456059,0:00:00.166095,eeg-mi,S003
Wavelet => XGB,0.264,0.25,0.251984126984127,0.25,0.24830765639589167,0.3847736625514403,0.0,0.0,0:00:02.558477,eeg-mi,S004
Wavelet => XGB,0.264,0.25,0.251984126984127,0.25,0.24830765639589167,0.3847736625514403,0.0,0.0,0:00:02.558477,eeg-mi,S004
Wavelet -> Time Domain Features => SVM,0.264,0.19444444444444445,0.15833333333333333,0.19444444444444445,0.16929824561403511,0.43209876543209874,-0.07407407407407418,-0.07655590023509527,0:00:00.022293,eeg-mi,S001
bandpass -> PSD => LDA,0.261,0.2413793103448276,0.23638975966562173,0.2413793103448276,0.2359697377533287,0.4666666666666666,-0.012296707655692352,-0.012410500747547782,0:00:02.397788,BCICIV_II,A02T
bandpass -> PSD => LDA,0.261,0.2413793103448276,0.23638975966562173,0.2413793103448276,0.2359697377533287,0.4666666666666666,-0.012296707655692352,-0.012410500747547782,0:00:02.463317,BCICIV_II,A02T
bandpass -> PSD => LDA,0.26,0.2812725958062184,0.2831123242259284,0.2812725958062184,0.2808012854193085,0.4648120384252318,0.04136750849358162,0.04149789252151624,0:02:54.338493,eeg-mi,all
Wavelet => LDA,0.26,0.27765726681127983,0.27668476064944947,0.27765726681127983,0.2769716863838997,0.4648175912043978,0.03674894218682356,0.036766507443593416,0:00:46.388457,eeg-mi,all
Wavelet => LDA,0.26,0.27765726681127983,0.27668476064944947,0.27765726681127983,0.2769716863838997,0.4648175912043978,0.03674894218682356,0.036766507443593416,0:00:46.388457,eeg-mi,all
 => SVM,0.26,0.25813449023861174,0.1276650656918703,0.25813449023861174,0.15863239023962963,0.4788355822088955,0.008695652173912993,0.012572307614486833,0:00:20.102387,eeg-mi,all
 => SVM,0.258,0.25,0.21160130718954248,0.25,0.2223479135243841,0.6131687242798354,0.0,0.0,0:00:00.133169,eeg-mi,S004
STD_Scaler => KNN,0.257,0.3333333333333333,0.3570616883116883,0.3333333333333333,0.34218266253869967,0.1049382716049383,0.11111111111111116,0.11168711865749101,0:00:00.045453,eeg-mi,S001
Wavelet -> Time Domain Features => KNN,0.257,0.3055555555555556,0.30430194805194805,0.3055555555555556,0.302109133126935,0.5720164609053497,0.07407407407407407,0.074458079104994,0:00:00.007812,eeg-mi,S003
bandpass -> PSD => SVM,0.257,0.25862068965517243,0.1327586206896552,0.25862068965517243,0.15378197997775303,0.43643410852713177,0.022727272727272707,0.03727518743349904,0:00:00.071747,BCICIV_II,A01T
bandpass -> PSD => SVM,0.257,0.25862068965517243,0.1327586206896552,0.25862068965517243,0.15378197997775303,0.43643410852713177,0.022727272727272707,0.03727518743349904,0:00:00.086843,BCICIV_II,A01T
Wavelet => SVM,0.255,0.2545191612436732,0.127064841099897,0.2545191612436732,0.16468075348215494,0.5042853573213393,0.0038647342995169476,0.005040469945620029,0:00:07.073534,eeg-mi,all
Wavelet => SVM,0.255,0.2545191612436732,0.127064841099897,0.2545191612436732,0.16468075348215494,0.5042853573213393,0.0038647342995169476,0.005040469945620029,0:00:07.073534,eeg-mi,all
STD_Scaler => LDA,0.254,0.25162689804772237,0.25248097661279395,0.25162689804772237,0.2517351058140098,0.47652840246543393,0.002306383014314961,0.0023085189019095725,0:07:31.101003,eeg-mi,all
bandpass -> PSD => XGB,0.252,0.20689655172413793,0.21669691470054445,0.20689655172413793,0.2094320486815416,0.45968992248062013,-0.059571088165210506,-0.05995395386046467,0:00:05.361738,BCICIV_II,A02T
bandpass -> PSD => KNN,0.252,0.1896551724137931,0.17442935920703617,0.1896551724137931,0.17905657560829974,0.42015503875968996,-0.07789640173981804,-0.07880305131322142,0:00:00.024758,BCICIV_II,A02T
bandpass -> PSD => KNN,0.252,0.1896551724137931,0.17442935920703617,0.1896551724137931,0.17905657560829974,0.42015503875968996,-0.07789640173981804,-0.07880305131322142,0:00:00.031794,BCICIV_II,A02T
bandpass -> PSD => SVM,0.252,0.25862068965517243,0.141901776384535,0.25862068965517243,0.126348590410677,0.46511627906976744,0.022727272727272707,0.06357677330489314,0:00:00.070413,BCICIV_II,A02T
bandpass -> PSD => SVM,0.252,0.25862068965517243,0.141901776384535,0.25862068965517243,0.126348590410677,0.46511627906976744,0.022727272727272707,0.06357677330489314,0:00:00.094025,BCICIV_II,A02T
bandpass -> PSD => SVM,0.252,0.25162689804772237,0.06331609582111886,0.25162689804772237,0.10117407339180519,0.5,0.0,0.0,0:00:10.672897,eeg-mi,all
STD_Scaler => LDA,0.25,0.4722222222222222,0.4708333333333333,0.4722222222222222,0.46240601503759393,0.49588477366255146,0.2962962962962963,0.30034042231131114,0:00:20.752557,eeg-mi,S002
 => LDA,0.25,0.3055555555555556,0.303030303030303,0.3055555555555556,0.3009803921568628,0.4691358024691358,0.07407407407407407,0.0747696205456059,0:00:20.432009,eeg-mi,S002
Wavelet => SVM,0.25,0.3333333333333333,0.32,0.3333333333333333,0.27794117647058825,0.5493827160493827,0.11111111111111116,0.13889782036305579,0:00:00.053912,eeg-mi,S003
Wavelet => SVM,0.25,0.3333333333333333,0.32,0.3333333333333333,0.27794117647058825,0.5493827160493827,0.11111111111111116,0.13889782036305579,0:00:00.053912,eeg-mi,S003
PSD -> Time Domain Features -> STD_Scaler => KNN,0.248,0.22413793103448276,0.2218995765275257,0.22413793103448276,0.2081865414042205,0.42790697674418604,-0.032436708860759556,-0.03403209239309727,0:00:00.007907,BCICIV_II,A06T
 => LDA,0.245,0.25524222704266086,0.2546141178354631,0.25524222704266086,0.25455584317133384,0.5036689988339164,0.007090863847468043,0.007098253750773239,0:08:37.630727,eeg-mi,all
bandpass -> PSD => KNN,0.243,0.3275862068965517,0.3337870538415003,0.3275862068965517,0.30936312029743646,0.5465116279069767,0.10415841584158414,0.10886832223124648,0:00:00.027530,BCICIV_II,A01T
bandpass -> PSD => KNN,0.243,0.3275862068965517,0.3337870538415003,0.3275862068965517,0.30936312029743646,0.5465116279069767,0.10415841584158414,0.10886832223124648,0:00:00.035077,BCICIV_II,A01T
Wavelet -> Time Domain Features => SVM,0.243,0.3103448275862069,0.3073923203233548,0.3103448275862069,0.30782232036691015,0.5348837209302326,0.08118811881188115,0.08134923196940186,0:00:00.017573,BCICIV_II,A02T
Wavelet -> Time Domain Features => SVM,0.243,0.3103448275862069,0.3073923203233548,0.3103448275862069,0.30782232036691015,0.5348837209302326,0.08118811881188115,0.08134923196940186,0:00:00.021011,BCICIV_II,A02T
bandpass -> PSD => SVM,0.243,0.25,0.0625,0.25,0.1,0.5,0.0,0.0,0:00:00.065907,eeg-mi,S001
 => SVM,0.236,0.3055555555555556,0.33981481481481474,0.3055555555555556,0.2498196248196248,0.5123456790123456,0.07407407407407407,0.09993755853278152,0:00:00.125161,eeg-mi,S003
Wavelet => SVM,0.236,0.25,0.15476190476190477,0.25,0.14977477477477477,0.46502057613168724,0.0,0.0,0:00:00.037367,eeg-mi,S002
Wavelet => SVM,0.236,0.25,0.15476190476190477,0.25,0.14977477477477477,0.46502057613168724,0.0,0.0,0:00:00.037367,eeg-mi,S002
Wavelet => LDA,0.236,0.1388888888888889,0.11458333333333333,0.1388888888888889,0.12464985994397759,0.6234567901234568,-0.14814814814814814,-0.14907119849998599,0:00:02.086541,eeg-mi,S003
Wavelet => LDA,0.236,0.1388888888888889,0.11458333333333333,0.1388888888888889,0.12464985994397759,0.6234567901234568,-0.14814814814814814,-0.14907119849998599,0:00:02.086541,eeg-mi,S003
bandpass -> PSD => SVM,0.235,0.22413793103448276,0.06403940886699508,0.22413793103448276,0.09961685823754789,0.7100775193798451,-0.022727272727272707,-0.03888849712868671,0:00:00.082392,BCICIV_II,A09T
Wavelet -> Time Domain Features => KNN,0.23,0.20689655172413793,0.20888708147835935,0.20689655172413793,0.2065338882282996,0.4,-0.05831019436731433,-0.0585195719765177,0:00:00.007507,BCICIV_II,A02T
Wavelet -> Time Domain Features => KNN,0.23,0.20689655172413793,0.20888708147835935,0.20689655172413793,0.2065338882282996,0.4,-0.05831019436731433,-0.0585195719765177,0:00:00.007960,BCICIV_II,A02T
bandpass -> PSD => SVM,0.23,0.2413793103448276,0.1361626878868258,0.2413793103448276,0.1360501567398119,0.52015503875969,0.0,0.0,0:00:00.083118,BCICIV_II,A06T
bandpass -> PSD => SVM,0.23,0.2413793103448276,0.10748210800260248,0.2413793103448276,0.11907793157623858,0.4682170542635659,0.0,0.0,0:00:00.084613,BCICIV_II,A05T
 => SVM,0.229,0.2777777777777778,0.1911764705882353,0.2777777777777778,0.15010570824524314,0.46296296296296297,0.03703703703703709,0.09901475429766743,0:00:00.145298,eeg-mi,S002
bandpass -> PSD => LDA,0.226,0.3620689655172414,0.3630387307792026,0.3620689655172414,0.3587560103612422,0.29844961240310075,0.15043547110055422,0.15151751219572163,0:00:02.459795,BCICIV_II,A06T
bandpass -> PSD => KNN,0.226,0.3620689655172414,0.35243496672716274,0.3620689655172414,0.3530309035659809,0.537984496124031,0.15110759493670867,0.15243726503618382,0:00:00.031918,BCICIV_II,A06T
bandpass -> PSD => SVM,0.222,0.2222222222222222,0.10952380952380952,0.2222222222222222,0.14583333333333331,0.5185185185185185,-0.03703703703703698,-0.046004370622823615,0:00:00.065677,eeg-mi,S004
